,Knowledge_0,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Knowledge_10,Knowledge_11,Knowledge_12,Knowledge_13,Knowledge_14,Knowledge_15,Knowledge_16,Knowledge_17,Knowledge_18,Knowledge_19,Knowledge_20,Knowledge_21,Knowledge_22
Student_95,0.48623815,0.5106152,0.52415866,0.5124465,0.47244486,0.5086763,0.5224337,0.49756503,0.48509163,0.5016445,0.4602673,0.4847136,0.5009842,0.5084199,0.50164837,0.50759727,0.5267115,0.49680617,0.4990346,0.5029392,0.49282783,0.5048617,0.49714914
Student_96,0.54293394,0.49777648,0.48542297,0.5131736,0.49344313,0.50564605,0.5237192,0.5086822,0.5043606,0.50350213,0.50143194,0.4944813,0.4863499,0.5001343,0.51169735,0.47422093,0.5160497,0.5163132,0.50160635,0.49250776,0.50312704,0.48858854,0.51562387
Student_97,0.4982329,0.5087646,0.5246306,0.48173386,0.49664545,0.49927187,0.5045577,0.5018424,0.47420335,0.528059,0.49593925,0.5210077,0.4936842,0.51071674,0.5034792,0.50737983,0.51489264,0.49778646,0.5173808,0.5122885,0.51469254,0.5036025,0.48053366
Student_98,0.51028603,0.48530018,0.4836652,0.4945723,0.5090527,0.47983128,0.48496017,0.49014527,0.49582374,0.48833758,0.483428,0.4790281,0.5088907,0.49819142,0.4888097,0.5043945,0.5266389,0.49703765,0.49931833,0.4983011,0.5135232,0.48880413,0.5384146
Student_99,0.5256048,0.50321496,0.51404625,0.49543685,0.49274087,0.47369373,0.48601013,0.50274813,0.5152315,0.48909608,0.492003,0.50130194,0.5062189,0.49468604,0.48441797,0.4983726,0.4919618,0.5039924,0.51087207,0.52033764,0.5079175,0.48487663,0.51238513
Student_100,0.49555233,0.4987016,0.50685155,0.49557033,0.5196147,0.48957402,0.50592273,0.4851987,0.4910036,0.52295786,0.5100255,0.50127393,0.49968728,0.50476843,0.4883161,0.49222553,0.5119468,0.5156338,0.5173815,0.52141094,0.5007039,0.51981384,0.5222465
Student_101,0.49324083,0.5226223,0.49148425,0.51403904,0.49897203,0.49524948,0.47684443,0.51004195,0.5196169,0.48499918,0.51225734,0.5024878,0.49937743,0.4848894,0.49785027,0.5147023,0.48476735,0.48079443,0.49041125,0.51140934,0.48743352,0.5035246,0.5029706
Student_102,0.5268258,0.4952518,0.4866089,0.515678,0.4947119,0.508596,0.4846132,0.50170654,0.5002619,0.5030563,0.48783582,0.51493776,0.50607306,0.5046977,0.50285137,0.5276874,0.4938244,0.4907598,0.52362776,0.49670967,0.49160898,0.504148,0.49681136
Student_103,0.5114488,0.5050005,0.5238912,0.51583934,0.51910675,0.518914,0.5026791,0.493782,0.5029428,0.49762765,0.514071,0.5327959,0.5135254,0.5024887,0.501979,0.48808503,0.5007712,0.5002647,0.5153144,0.5129226,0.48039162,0.4871887,0.5130692
Student_104,0.5057852,0.516577,0.482156,0.48972744,0.49039462,0.506266,0.5184641,0.48580596,0.47635362,0.48846143,0.49642184,0.50586563,0.49931216,0.49143842,0.48290485,0.48536944,0.51621777,0.5356912,0.52043384,0.47574446,0.5015683,0.51099974,0.49531212
Student_105,0.5041796,0.47692278,0.49865994,0.4918568,0.50493217,0.4943398,0.5128268,0.5082653,0.5145698,0.50797707,0.5005726,0.51217335,0.49835604,0.501299,0.5019084,0.47886282,0.51677865,0.51739264,0.5199766,0.48158672,0.5039848,0.49444306,0.49050772
Student_106,0.50331855,0.49534547,0.5000121,0.4910747,0.5054912,0.48155284,0.521102,0.4854477,0.50023407,0.49059194,0.49991187,0.48305002,0.50748265,0.5038159,0.51696503,0.5118242,0.51286715,0.49481976,0.46661237,0.5078605,0.50040054,0.5176539,0.4948159
Student_107,0.5136738,0.5002476,0.50822586,0.5170436,0.49358684,0.48428223,0.49325848,0.4992513,0.49963495,0.49222144,0.51043344,0.5075902,0.5068539,0.5190342,0.50368965,0.48853016,0.4854502,0.4950709,0.5012871,0.511443,0.49381632,0.48753726,0.5029707
Student_108,0.50240207,0.50266165,0.50011516,0.47710365,0.5194846,0.5102457,0.5177809,0.5169532,0.50025994,0.50909054,0.49688157,0.48539826,0.47199178,0.5069092,0.4916224,0.4962166,0.5126062,0.50361776,0.5072317,0.48342705,0.4972459,0.5052394,0.50703603
Student_109,0.50524557,0.49367452,0.5135601,0.4884037,0.5144013,0.47845647,0.5043091,0.49271554,0.4945572,0.50239944,0.50092334,0.5098,0.5020264,0.50919574,0.50557095,0.5108847,0.5155818,0.4920691,0.5201122,0.500755,0.5097084,0.4887729,0.48711482
Student_110,0.4992903,0.5197332,0.5084081,0.49827912,0.48032308,0.50312227,0.5201729,0.53199893,0.48931682,0.5019588,0.5233288,0.46819392,0.48995408,0.524596,0.48980865,0.513736,0.48277092,0.474655,0.50766027,0.49605662,0.50184447,0.48397753,0.48747975
Student_111,0.48981282,0.48874107,0.48283565,0.5132001,0.4929756,0.49711955,0.5139341,0.5075115,0.5056581,0.5007946,0.50503916,0.49915493,0.5023214,0.5085994,0.51624924,0.49591273,0.48218656,0.5077571,0.51433086,0.5039942,0.5022816,0.48207033,0.5226785
Student_112,0.50085026,0.49164313,0.4965835,0.48843697,0.52811235,0.46423626,0.4891846,0.47292978,0.5065157,0.5071424,0.48050123,0.5040277,0.4991054,0.5076294,0.4762576,0.49236012,0.50442505,0.5172843,0.51368475,0.47490135,0.5129574,0.4958914,0.48221543
Student_113,0.51001865,0.500481,0.48514688,0.5224882,0.48833132,0.49727738,0.4833264,0.52208877,0.49405307,0.51406425,0.5012886,0.48929667,0.4863498,0.49155256,0.49777642,0.51084864,0.49583137,0.51695067,0.4713183,0.49661258,0.49801874,0.51712567,0.5095115
Student_114,0.477038,0.50622475,0.5002531,0.5087692,0.49139315,0.4959681,0.51512325,0.50804037,0.49822327,0.52061,0.523143,0.48903733,0.49329072,0.52391225,0.51457286,0.5160069,0.5030494,0.51220864,0.50918645,0.4801702,0.5076592,0.49386087,0.49884635
Student_115,0.4858534,0.5085204,0.50284487,0.51657873,0.46614295,0.46456882,0.5006958,0.5047866,0.4913737,0.51953626,0.49331254,0.49202922,0.49282646,0.487555,0.5213322,0.50546855,0.4879409,0.49827912,0.50648636,0.501197,0.47826564,0.50330013,0.49905837
Student_116,0.4925948,0.52579194,0.49377784,0.4945522,0.47810665,0.49362975,0.5316742,0.48651943,0.48853824,0.49916628,0.4788377,0.48664102,0.47914094,0.5180392,0.4976954,0.5119782,0.524389,0.46379423,0.50506943,0.4915596,0.4752495,0.5194782,0.5027983
Student_117,0.48335963,0.50679976,0.50415707,0.50118995,0.49524382,0.49729854,0.5198462,0.501096,0.5092177,0.48565927,0.48043674,0.5146456,0.48898345,0.50315297,0.47175723,0.5294713,0.4997793,0.47956914,0.49353603,0.50743836,0.4871062,0.53043574,0.47447506
Student_118,0.49880445,0.4909952,0.49858359,0.51865673,0.49876934,0.50349617,0.51845324,0.4781586,0.49204156,0.49541238,0.51973385,0.47622964,0.49478483,0.50126576,0.49815953,0.5229026,0.50120556,0.49210548,0.50879854,0.503909,0.5042574,0.47965366,0.5000691
Student_119,0.52008736,0.49239752,0.5081308,0.49393088,0.49705297,0.49623263,0.4743577,0.5025122,0.5003248,0.5179817,0.49590734,0.5050566,0.50366837,0.5238419,0.48890498,0.5016928,0.51318216,0.50855297,0.50349915,0.49622664,0.49957478,0.50505793,0.49982136
Student_120,0.48480344,0.4974293,0.49653134,0.4918527,0.51345724,0.47576627,0.51027334,0.4567774,0.50495017,0.5177406,0.48299506,0.5056507,0.4771207,0.51695454,0.48092574,0.5045723,0.51725453,0.4972126,0.4982748,0.48333937,0.5029378,0.5098386,0.48089778
Student_121,0.4985524,0.48301977,0.5240439,0.47988638,0.5317707,0.49986318,0.50846726,0.5002458,0.5064862,0.52928996,0.50410867,0.49291715,0.51108426,0.5123001,0.49472824,0.5071381,0.5061293,0.5042212,0.512541,0.48451367,0.5099377,0.5262331,0.49773484
Student_122,0.49924934,0.50144684,0.4895098,0.50217104,0.51212376,0.5259397,0.4976916,0.4753595,0.4969723,0.48067856,0.5195622,0.49101624,0.47621715,0.50784576,0.49131027,0.49311697,0.4893484,0.50273436,0.4922803,0.49731517,0.51164323,0.49654162,0.50906676
Student_123,0.5117483,0.50620466,0.4990485,0.5140484,0.51186335,0.52950346,0.513469,0.44328588,0.4956243,0.50323486,0.4926463,0.5089101,0.48678273,0.49161953,0.4821998,0.48278314,0.49334574,0.4808658,0.5061236,0.49050003,0.5012554,0.514106,0.48300457
Student_124,0.47245145,0.49240133,0.49293417,0.4983198,0.498699,0.49392122,0.5019253,0.49346983,0.51144576,0.49629104,0.49973336,0.4974247,0.50280285,0.49771217,0.4984855,0.5050744,0.48827013,0.511408,0.5163489,0.48524484,0.46829584,0.49394944,0.49791306
Student_125,0.50855607,0.49605966,0.48165485,0.5133584,0.50017244,0.4982817,0.48210624,0.502673,0.49577007,0.50279707,0.50517124,0.5136567,0.4947933,0.48444292,0.4944932,0.5223204,0.49072263,0.49319178,0.47498298,0.4993858,0.5057256,0.4880538,0.52034885
Student_126,0.5045095,0.50773877,0.5013038,0.49016637,0.50648,0.4872916,0.5063189,0.4864406,0.4967172,0.5202605,0.53399515,0.51040196,0.5048389,0.5040689,0.48092094,0.5004662,0.4998355,0.50757617,0.4858846,0.5096426,0.48908496,0.49752688,0.5097336
Student_127,0.51490057,0.49272525,0.51777434,0.49693173,0.5018676,0.48770612,0.5193779,0.49680817,0.51035297,0.49644652,0.52135676,0.50732225,0.49927875,0.51653546,0.5118624,0.5151573,0.4970154,0.508931,0.52189237,0.5168169,0.49190688,0.50696456,0.49387842
Student_128,0.5038627,0.50819814,0.49231723,0.50763327,0.4639606,0.50573504,0.51879513,0.4736963,0.51094323,0.49293303,0.50460625,0.5258458,0.49466184,0.48665255,0.48963505,0.4946511,0.5046636,0.4796779,0.5048043,0.49400944,0.5208145,0.5062353,0.5064747
Student_129,0.507533,0.50134414,0.47368822,0.49603367,0.50794095,0.48953447,0.49995053,0.52246255,0.48383564,0.5004696,0.47665033,0.48668152,0.50132287,0.4884081,0.46997255,0.518781,0.4868702,0.5107505,0.49318781,0.5203364,0.52598774,0.5035626,0.54163367
Student_130,0.49414572,0.48384485,0.52129203,0.4897319,0.4859958,0.49157453,0.48661527,0.49037093,0.51129395,0.50973,0.4892476,0.5023353,0.49149328,0.51687825,0.49520487,0.48610315,0.5014068,0.49685654,0.473238,0.5041557,0.50371325,0.48909345,0.5070974
Student_131,0.5314146,0.49340573,0.5117038,0.469496,0.48720646,0.50543725,0.5094544,0.49293864,0.48666,0.50165004,0.4881074,0.4896275,0.5058814,0.4753,0.49627078,0.47237697,0.49765193,0.483032,0.5035762,0.51082116,0.49205947,0.50433654,0.50724304
Student_132,0.50332326,0.50135833,0.49297208,0.5014793,0.52016085,0.48874283,0.5336181,0.51024544,0.5002584,0.50085706,0.5100532,0.4957281,0.5085302,0.48638803,0.51080406,0.4967372,0.50068504,0.4928759,0.49810284,0.48712438,0.52315104,0.49232295,0.50506866
Student_133,0.466183,0.49742672,0.47184926,0.5146306,0.5038372,0.49841148,0.4933942,0.5216518,0.4929247,0.49090654,0.49584877,0.49641117,0.5025689,0.50274795,0.5065788,0.5084515,0.51413226,0.5005509,0.52055776,0.49203753,0.51302236,0.48973495,0.486839
Student_134,0.48534298,0.49557266,0.5246279,0.51212204,0.48072055,0.47706947,0.4782497,0.47650048,0.49510854,0.486752,0.51227033,0.48496246,0.51943034,0.50118405,0.49308056,0.49784023,0.4970301,0.4950383,0.47984016,0.5336731,0.5014985,0.52010965,0.48654747
Student_135,0.47809395,0.5041506,0.49150074,0.4873685,0.52667314,0.49944285,0.49641445,0.53366417,0.4760421,0.50985396,0.5091492,0.4839011,0.4987366,0.5082036,0.49338612,0.52380246,0.50671405,0.4791531,0.51520854,0.4847619,0.50536835,0.5018679,0.5057827
Student_136,0.49853694,0.5225369,0.50020576,0.5047637,0.52054644,0.51038045,0.50377893,0.5199892,0.5001296,0.5091536,0.5051035,0.52177894,0.5039381,0.49442312,0.51610905,0.5118373,0.5003263,0.49598676,0.47872838,0.50288486,0.5096046,0.48898843,0.49092808
Student_137,0.5241263,0.5222327,0.5015455,0.5000139,0.4834442,0.5132662,0.5109425,0.48177114,0.48589715,0.47621098,0.4900915,0.5025355,0.47190395,0.49756312,0.50826174,0.5006312,0.5023269,0.50169533,0.49049205,0.5056962,0.4952366,0.49591255,0.467651
Student_138,0.5027554,0.52557325,0.49614316,0.48758832,0.49424297,0.48583174,0.48900998,0.4890804,0.49911827,0.53087306,0.49738702,0.5083824,0.5153043,0.5110115,0.5260305,0.5148686,0.50138414,0.492027,0.505261,0.49366194,0.5017129,0.51563656,0.4696679
Student_139,0.5062992,0.5234075,0.52232563,0.4974155,0.5154544,0.49432057,0.5072749,0.49715444,0.50164455,0.49230996,0.49588466,0.5059329,0.50191104,0.5057362,0.5060139,0.48958614,0.5174903,0.5069277,0.49919438,0.49138942,0.5075388,0.51309806,0.48796397
Student_140,0.51348644,0.4981827,0.50725156,0.5144792,0.48192477,0.50595784,0.5183378,0.49776998,0.5010308,0.5112322,0.48918858,0.5211112,0.5019856,0.4996912,0.50648123,0.48107347,0.49880755,0.5052492,0.49851444,0.48817262,0.5039441,0.49633092,0.48884296
Student_141,0.5036817,0.4740852,0.5118427,0.48574567,0.47754484,0.4818963,0.49539456,0.48599657,0.5190664,0.5131673,0.504181,0.50518227,0.5087825,0.5352312,0.5204081,0.50497586,0.49463606,0.4839744,0.5011181,0.48849237,0.49243426,0.47818947,0.47993338
Student_142,0.48348022,0.51922625,0.48771498,0.51440525,0.4805084,0.5037664,0.5193002,0.4937839,0.5102071,0.4857299,0.4922104,0.51286453,0.49800965,0.4830298,0.51119274,0.50133234,0.5093698,0.48405382,0.50678515,0.49903953,0.51021427,0.48953146,0.48772633
Student_143,0.50081676,0.51436496,0.51334715,0.503532,0.5109994,0.51107156,0.5029939,0.48552698,0.5024886,0.49637896,0.51119244,0.51912487,0.4977657,0.49891126,0.5018512,0.4743766,0.49481416,0.50343704,0.49337578,0.51233035,0.50427705,0.507151,0.51253635
Student_144,0.5119885,0.49505955,0.49141687,0.49443617,0.50488853,0.4923926,0.5098043,0.5043322,0.4991904,0.51335025,0.49950233,0.5120905,0.50181437,0.46910164,0.5337719,0.47555763,0.4907482,0.49802852,0.50040054,0.5015071,0.51881,0.4733371,0.49369973
Student_145,0.51891667,0.499243,0.5047554,0.490314,0.48838612,0.505854,0.5291908,0.4990631,0.5050106,0.503104,0.509504,0.47661564,0.47178122,0.50241715,0.51122206,0.5251804,0.48446393,0.5065881,0.51365435,0.5136674,0.49266493,0.50018686,0.50458294
Student_146,0.48907742,0.5106641,0.50949657,0.48566326,0.4982637,0.51249254,0.5035386,0.48973304,0.4943304,0.48403102,0.4990558,0.5125905,0.51502216,0.48872575,0.5112232,0.523513,0.5168343,0.5105766,0.4762554,0.49444923,0.48502836,0.49343342,0.5089425
Student_147,0.48813182,0.51446843,0.49932536,0.49882048,0.5068294,0.507445,0.5060196,0.48985326,0.5207692,0.5065067,0.46250916,0.5000376,0.5030085,0.48983794,0.51185447,0.49597824,0.5050861,0.5006985,0.48866835,0.50827193,0.50329614,0.51161695,0.48562267
Student_148,0.49524394,0.49638262,0.51163244,0.49008715,0.49621055,0.5013353,0.486258,0.4978966,0.49360996,0.49683806,0.5025998,0.48939535,0.5160455,0.51583236,0.5006068,0.47795656,0.52290744,0.5198058,0.49384475,0.49125382,0.48563948,0.4964423,0.5031649
Student_149,0.5087677,0.52197486,0.50152177,0.48839983,0.48590198,0.51405394,0.51885444,0.49823955,0.51213706,0.49032503,0.49365282,0.51738226,0.48593023,0.4891578,0.4869282,0.49574992,0.50527906,0.5013289,0.48278618,0.5142559,0.5119979,0.5245886,0.49252552
Student_150,0.51105225,0.50646645,0.50487334,0.5141776,0.5316413,0.497382,0.51204073,0.4922475,0.5027438,0.4850646,0.50891393,0.5238087,0.51272786,0.49015272,0.4969581,0.5002913,0.50179285,0.53007036,0.49552956,0.50076383,0.48258284,0.49738035,0.5304585
Student_151,0.500148,0.49767366,0.49769148,0.4728909,0.50409716,0.51375854,0.48646984,0.5114908,0.48496106,0.49367684,0.48646483,0.4812262,0.4963557,0.5169036,0.48895353,0.48031956,0.49103728,0.5157653,0.51176256,0.49576947,0.49016264,0.5014741,0.48933002
Student_152,0.502146,0.4862491,0.50143766,0.49755463,0.51280135,0.49734873,0.5115027,0.52794164,0.51085204,0.4962201,0.47627127,0.48919943,0.5104349,0.48985133,0.494766,0.49813813,0.48804697,0.50571024,0.50025225,0.5053935,0.5228147,0.5007161,0.5066859
Student_153,0.5121625,0.48720738,0.49022543,0.5106916,0.5205598,0.48991323,0.4903929,0.48920453,0.5169742,0.49869734,0.5110206,0.4940654,0.50261545,0.5016475,0.47860023,0.4888726,0.50598735,0.48569396,0.48158473,0.49322644,0.49243116,0.5116715,0.48954156
Student_154,0.52220035,0.5064248,0.5124554,0.48803023,0.508883,0.4981349,0.50443023,0.49911857,0.5025477,0.48657238,0.5106561,0.4801696,0.52704656,0.50115776,0.49393764,0.51698405,0.51104647,0.5152055,0.5124979,0.4934844,0.5135545,0.4864992,0.52970415
Student_155,0.49038213,0.505873,0.49726442,0.4921464,0.5000106,0.50196147,0.5094928,0.48734495,0.48283383,0.5051761,0.49417448,0.5235313,0.495653,0.51249796,0.4798613,0.49954075,0.5146367,0.5318068,0.4940029,0.5291911,0.5028596,0.53274167,0.4994585
Student_156,0.49695817,0.503535,0.48613423,0.49083358,0.51822597,0.5104844,0.49556634,0.50139964,0.49831343,0.5007648,0.5450776,0.5152098,0.5181082,0.5077222,0.48867097,0.49609146,0.52585083,0.51347876,0.51443255,0.49378073,0.4856734,0.47768483,0.52168787
Student_157,0.49946317,0.49049637,0.47659084,0.50115156,0.49950388,0.49610186,0.4834929,0.5032346,0.51592964,0.4881233,0.5001095,0.49844015,0.49854478,0.49394885,0.4825945,0.5090267,0.5063927,0.49405575,0.49477202,0.49640435,0.50608474,0.50363296,0.49653634
Student_158,0.5090225,0.5130939,0.4921172,0.5081999,0.48913565,0.4863503,0.5101519,0.51270056,0.50145876,0.49055442,0.5121167,0.50892895,0.5034628,0.47429243,0.49180946,0.49470514,0.5083817,0.49848303,0.5019274,0.5142088,0.51655525,0.5015017,0.5197961
Student_159,0.53226715,0.4855946,0.53215384,0.47894618,0.50618035,0.5058312,0.50757104,0.5056687,0.5041747,0.49955466,0.49025327,0.51897454,0.4989852,0.49185553,0.48344266,0.5044031,0.50786364,0.4987872,0.49585342,0.50909853,0.50126785,0.480398,0.46429145
Student_160,0.49683347,0.5168281,0.49503472,0.5138374,0.50657785,0.5036905,0.49760228,0.5068485,0.50548935,0.48210204,0.49437878,0.51867557,0.49980938,0.5151473,0.48595455,0.47081396,0.5333317,0.50745845,0.51170546,0.49631107,0.5028282,0.49722975,0.5163802
Student_161,0.49637246,0.49523482,0.5171343,0.502411,0.50538826,0.4993136,0.5124096,0.49862632,0.5011195,0.5185053,0.52042997,0.5124346,0.487419,0.5101177,0.50969344,0.49252784,0.47190794,0.4791255,0.51467955,0.49164638,0.48844978,0.50609607,0.511382
Student_162,0.50259215,0.5339403,0.49871844,0.49423364,0.50317043,0.48524848,0.49575067,0.50311846,0.46720773,0.49713922,0.5120075,0.49686795,0.5223034,0.46657673,0.49827895,0.5439937,0.48543242,0.5143296,0.4933109,0.51284957,0.49812013,0.47738576,0.49414468
Student_163,0.50668746,0.49912497,0.50206995,0.49722463,0.50267303,0.50813997,0.48485017,0.53126687,0.50381744,0.4924869,0.48618022,0.53077704,0.48569584,0.49788633,0.51311696,0.48655218,0.51453114,0.5101123,0.49112228,0.49744093,0.48990408,0.49162614,0.49035138
Student_164,0.5062984,0.47509086,0.48368025,0.50911736,0.4958187,0.5096133,0.50238264,0.47586808,0.49989584,0.4924011,0.49903876,0.4947029,0.5074042,0.49258834,0.50313854,0.48157284,0.5313461,0.51185405,0.49499267,0.5086418,0.4761039,0.4950447,0.5037993
Student_165,0.5211197,0.51943666,0.507768,0.5067237,0.5054963,0.4987793,0.5093991,0.48490733,0.4913083,0.49436367,0.4945186,0.4939888,0.50403035,0.5260995,0.5058197,0.4890338,0.49467462,0.50136507,0.5017448,0.49214596,0.5046174,0.52745134,0.5099549
Student_166,0.506813,0.5012883,0.5087411,0.49476197,0.49087936,0.51034683,0.49488065,0.4956968,0.470453,0.49097148,0.5077927,0.5008139,0.515473,0.50523984,0.5012958,0.4940279,0.49629605,0.47993478,0.5256748,0.48945394,0.49393833,0.51638687,0.48815638
Student_167,0.50371873,0.50331986,0.49980184,0.4922283,0.50901395,0.51543534,0.5136699,0.5158618,0.5030044,0.5118137,0.50216556,0.515248,0.5150714,0.51511645,0.5011864,0.48408833,0.49969333,0.50235325,0.49536476,0.49406046,0.52114207,0.50211453,0.51220036
Student_168,0.4895114,0.51316917,0.50882334,0.4906607,0.48854756,0.49194226,0.4995629,0.50958496,0.47222665,0.5085454,0.49505267,0.49882072,0.52155524,0.48632723,0.50429034,0.5065365,0.51725155,0.50498694,0.49626374,0.5059357,0.48934937,0.49494523,0.48640913
Student_169,0.50166893,0.4925696,0.4965254,0.49105638,0.48766077,0.5112158,0.5203659,0.50230825,0.49117598,0.4904259,0.5079377,0.4911837,0.47956064,0.50139695,0.5072382,0.5049773,0.49700892,0.5051059,0.49088436,0.5053248,0.5019243,0.48516098,0.5100251
Student_170,0.4995316,0.4970953,0.500232,0.46799007,0.48833704,0.50796694,0.47861356,0.4944899,0.46375695,0.5068752,0.5163496,0.4854418,0.51473796,0.49771988,0.49307185,0.52498174,0.4750179,0.49939558,0.4860676,0.5059775,0.49492088,0.5079866,0.51981324
Student_171,0.50165606,0.5097944,0.49730745,0.50926644,0.52005404,0.51689136,0.5094857,0.5140547,0.4927161,0.502837,0.5177541,0.51449776,0.48024783,0.5290994,0.48648512,0.4910804,0.48735523,0.48664725,0.4904599,0.5018358,0.49018118,0.5009821,0.49300447
Student_172,0.5016172,0.5114249,0.50623894,0.49751344,0.48966736,0.51384634,0.48458,0.48343128,0.49074352,0.5224877,0.48264492,0.5115639,0.49401549,0.50739324,0.48011094,0.46662524,0.50237846,0.50924236,0.4898718,0.5095113,0.48992902,0.5131383,0.5164308
Student_173,0.5013588,0.49430296,0.47926325,0.5166895,0.521225,0.48296618,0.49610725,0.49494874,0.50029117,0.49336052,0.49387306,0.48051962,0.49378678,0.52691865,0.50165766,0.5242556,0.50577796,0.5082461,0.5086453,0.5026314,0.49778873,0.48332468,0.48493415
Student_174,0.51980144,0.5064061,0.49886674,0.47783017,0.5033038,0.5183964,0.50904864,0.50799996,0.49101555,0.4919218,0.52907085,0.5011422,0.5448963,0.4824251,0.5029547,0.5221615,0.50446296,0.49940193,0.5170711,0.51640683,0.50664485,0.49202922,0.507424
Student_175,0.48389208,0.48659816,0.5197284,0.51373255,0.5174122,0.5015671,0.514199,0.5063811,0.48712805,0.52103335,0.49656796,0.52198935,0.50659615,0.4736481,0.4824179,0.5061802,0.49715725,0.5215019,0.50909346,0.49147883,0.46505117,0.50706744,0.49092555
Student_176,0.5084883,0.5142727,0.52310205,0.49135354,0.49150532,0.50144625,0.47870204,0.52381384,0.49760705,0.51919717,0.48963484,0.48947164,0.5058072,0.51757854,0.51020056,0.5045334,0.48504984,0.4833227,0.5181486,0.48640367,0.48889044,0.49745703,0.5026203
Student_177,0.48260903,0.5062776,0.5040035,0.50943774,0.532447,0.49217424,0.49131384,0.5012204,0.48955172,0.46936974,0.51399165,0.4998608,0.48921221,0.5057878,0.4974982,0.49434718,0.49420953,0.5291597,0.50685686,0.50410753,0.50914925,0.49131206,0.48726794
Student_178,0.48940173,0.48920515,0.51874423,0.49668303,0.4995724,0.5194443,0.5105245,0.49894324,0.5018808,0.5001288,0.50516367,0.47194558,0.50881535,0.49846324,0.5004647,0.49892846,0.52527285,0.4976086,0.47041038,0.50104445,0.48508203,0.49750188,0.5172017
Student_179,0.5092067,0.49245566,0.51656604,0.48068675,0.49232554,0.49161133,0.5182108,0.480992,0.4975191,0.5037021,0.49117324,0.52707356,0.4923834,0.5057499,0.5010034,0.48091802,0.51465285,0.50188965,0.48071888,0.4932602,0.5109818,0.5073472,0.5152833
Student_180,0.50794446,0.48742405,0.49371204,0.48360732,0.5038124,0.49076644,0.5136785,0.48603103,0.47660232,0.48156992,0.49372587,0.48290008,0.52637166,0.49081904,0.5104696,0.4977938,0.4675502,0.50864047,0.5022141,0.50599843,0.5106439,0.48142278,0.47848323
Student_181,0.5041149,0.5163609,0.48219302,0.48675618,0.5088774,0.49755618,0.49166238,0.4966722,0.5121543,0.5119491,0.51799613,0.5011958,0.5244391,0.4882182,0.51805836,0.5000675,0.48798725,0.5052657,0.47734374,0.52778864,0.4749881,0.51404464,0.47979817
Student_182,0.5143191,0.51619387,0.52413124,0.50947833,0.50652224,0.5319671,0.4806757,0.50872576,0.5039892,0.5045154,0.49714476,0.49352172,0.49084938,0.50780255,0.47108036,0.48718637,0.4988311,0.4740102,0.512475,0.5074855,0.5082942,0.50424665,0.4830766
Student_183,0.50228053,0.4808656,0.47708774,0.49843588,0.46783844,0.49416074,0.5200897,0.49327424,0.48255306,0.48129013,0.48294735,0.45976272,0.507054,0.47636923,0.49827197,0.4878105,0.50695384,0.4870475,0.5198136,0.5040008,0.53038967,0.5127302,0.5088354
Student_184,0.50648564,0.51233286,0.510784,0.4941232,0.49069157,0.48655188,0.4938541,0.5133305,0.48011693,0.48875144,0.5082979,0.49204,0.4959797,0.523546,0.5120358,0.4973492,0.5109232,0.49604917,0.49221388,0.4833083,0.4988703,0.47767097,0.50233644
Student_185,0.5027569,0.5055108,0.4720623,0.48940077,0.52534777,0.50739896,0.4936185,0.52137756,0.52252567,0.51687205,0.48601836,0.50577265,0.51116264,0.5039099,0.5069581,0.52176285,0.5102866,0.4936265,0.5166258,0.505213,0.5108238,0.50010693,0.49235705
Student_186,0.49430045,0.5002771,0.49728894,0.48447448,0.49996966,0.5017945,0.4939715,0.5012422,0.48621726,0.5196852,0.49586374,0.5181465,0.4648449,0.5284594,0.50413746,0.5067885,0.49626654,0.51426435,0.49651846,0.478957,0.50185823,0.5067442,0.4998451
Student_187,0.47416583,0.50493217,0.48102802,0.49564716,0.48811445,0.4977879,0.49755415,0.49108252,0.51992226,0.5059813,0.50916415,0.5072603,0.4757176,0.49370518,0.52289027,0.5121774,0.50587,0.5111805,0.5021968,0.49060813,0.5221785,0.4908117,0.4993835
Student_188,0.50443226,0.5117455,0.49569836,0.5264707,0.5302677,0.5033744,0.49490365,0.49552554,0.4992261,0.48288992,0.5217362,0.5151267,0.49958563,0.50962865,0.5031401,0.5098154,0.51438355,0.5068616,0.5075708,0.51058084,0.48395103,0.5075701,0.49559346
Student_189,0.5235803,0.48057193,0.5049527,0.498545,0.5268052,0.49395952,0.5027791,0.48625174,0.49961913,0.50233823,0.51247513,0.5051783,0.5024248,0.51364654,0.47650975,0.48876682,0.51048625,0.49561027,0.4789887,0.48060375,0.5165369,0.50809896,0.4767091
Student_190,0.5146781,0.51680726,0.4893372,0.49939063,0.50130385,0.491643,0.49671414,0.51091033,0.48618305,0.49007055,0.5128445,0.5068166,0.49124518,0.5092351,0.48529142,0.4961899,0.49936008,0.5080694,0.5335017,0.49366975,0.5015305,0.48386338,0.49789497
Student_191,0.51093733,0.4745682,0.4761971,0.4959926,0.4722564,0.51202583,0.50814617,0.50876504,0.5174878,0.49490103,0.50772196,0.49873412,0.49172083,0.47872582,0.50931054,0.5188363,0.50544214,0.50208974,0.50995475,0.502178,0.5038204,0.52767384,0.48648593
